observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_id,source_organization,source_title,source_revision,source_locator,original_value,original_unit,significant_figures
obs-fc49d3ae49a3e5d0a9f8,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,128000000.0,,,Pa,minimum,"{""temperature_K"": 423.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 150 °C, row Table 5, Rp0.2",128,MPa,3
obs-4b24be4201285b330af6,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,116000000.0,,,Pa,minimum,"{""temperature_K"": 473.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 200 °C, row Table 5, Rp0.2",116,MPa,3
obs-2b93fd7dd86407d54b30,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,108000000.0,,,Pa,minimum,"{""temperature_K"": 523.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 250 °C, row Table 5, Rp0.2",108,MPa,3
obs-0bf90a427ac18ee056df,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,100000000.0,,,Pa,minimum,"{""temperature_K"": 573.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 300 °C, row Table 5, Rp0.2",100,MPa,3
obs-359184ab55d3e448343e,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,94000000.0,,,Pa,minimum,"{""temperature_K"": 623.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 350 °C, row Table 5, Rp0.2",94,MPa,2
obs-a7e6f59134a3bab4ca74,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,91000000.0,,,Pa,minimum,"{""temperature_K"": 673.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 400 °C, row Table 5, Rp0.2",91,MPa,2
obs-5f455cb2ad99c3692883,stainless-therma-314-4841,,tensile_yield_strength,lower_bound,86000000.0,,,Pa,minimum,"{""temperature_K"": 723.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 450 °C, row Table 5, Rp0.2",86,MPa,2
obs-855a3f5d4ddf7966b575,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,470000000.0,,,Pa,minimum,"{""temperature_K"": 373.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 100 °C, row Table 7, Rm",470,MPa,3
obs-b108c8ac5095448cfc7f,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,450000000.0,,,Pa,minimum,"{""temperature_K"": 423.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 150 °C, row Table 7, Rm",450,MPa,3
obs-d4bc26f5603c5d6902c1,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,430000000.0,,,Pa,minimum,"{""temperature_K"": 473.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 200 °C, row Table 7, Rm",430,MPa,3
obs-6110d016332a07b16dd1,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,420000000.0,,,Pa,minimum,"{""temperature_K"": 523.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 250 °C, row Table 7, Rm",420,MPa,3
obs-149f42a8858c5b2fc1fb,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,410000000.0,,,Pa,minimum,"{""temperature_K"": 573.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 300 °C, row Table 7, Rm",410,MPa,3
obs-9ef95b988fad96083bd8,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,405000000.0,,,Pa,minimum,"{""temperature_K"": 623.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 350 °C, row Table 7, Rm",405,MPa,3
obs-7e83a09c30e6874f9f4e,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,400000000.0,,,Pa,minimum,"{""temperature_K"": 673.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 400 °C, row Table 7, Rm",400,MPa,3
obs-dc273b9ca46f9ecae565,stainless-therma-314-4841,,ultimate_tensile_strength,lower_bound,385000000.0,,,Pa,minimum,"{""temperature_K"": 723.15}",Outokumpu values based on EN 10028-7 (footnote 1),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 8, Therma 314/4841, 450 °C, row Table 7, Rm",385,MPa,3
obs-9c87e0867428a32fc0ae,stainless-therma-4713,,density,point,7700.0,,,kg/m^3,typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4713, row Table 14, Density at 20 °C",7.7,kg/dm³,2
obs-be572805453708044fe4,stainless-therma-4713,,youngs_modulus,point,220000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4713, row Table 14, Modulus of elasticity at 20 °C",220,GPa,3
obs-bd4739a2829cd06c1be4,stainless-therma-4713,,thermal_conductivity,point,23.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4713, row Table 14, Thermal conductivity at 20 °C",23,W/(m·K),2
obs-41025acc8bfcb496c7d4,stainless-therma-4713,,thermal_conductivity,point,25.0,,,W/(m*K),typical,"{""temperature_K"": 773.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4713, row Table 14, Thermal conductivity at 500 °C",25,W/(m·K),2
obs-0d5760c62eebb150f4db,stainless-therma-4713,,specific_heat,point,450.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4713, row Table 14, Thermal capacity at 20 °C",450,J/(kg·K),3
obs-e1a25274018bf6390668,stainless-therma-4724,,density,point,7700.0,,,kg/m^3,typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4724, row Table 14, Density at 20 °C",7.7,kg/dm³,2
obs-e41399b1ce41825e9a57,stainless-therma-4724,,youngs_modulus,point,220000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4724, row Table 14, Modulus of elasticity at 20 °C",220,GPa,3
obs-c59593178c7f5ebf455c,stainless-therma-4724,,thermal_conductivity,point,21.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4724, row Table 14, Thermal conductivity at 20 °C",21,W/(m·K),2
obs-0a05b6e7c8c86e804a0c,stainless-therma-4724,,thermal_conductivity,point,23.0,,,W/(m*K),typical,"{""temperature_K"": 773.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4724, row Table 14, Thermal conductivity at 500 °C",23,W/(m·K),2
obs-a4b3914aab1e13fec266,stainless-therma-4724,,specific_heat,point,500.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",Outokumpu values and European standards (Table 14),outokumpu-therma,Outokumpu,Therma range datasheet,Snapshot 146c7dd9817a,"Page 11, Therma 4724, row Table 14, Thermal capacity at 20 °C",500,J/(kg·K),3
obs-c9af8ac20cc47763bfaa,stainless-ultra-904l,,density,point,8000.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 904L, row Table 13, Density",8.0,kg/dm³,2
obs-a31bd8d7ee44a256260b,stainless-ultra-904l,,youngs_modulus,point,195000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 904L, row Table 13, Modulus of elasticity at 20 °C",195,GPa,3
obs-fb1df3b5a9781d6a8d94,stainless-ultra-904l,,thermal_conductivity,point,12.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 904L, row Table 13, Thermal conductivity at 20 °C",12,W/(m·K),2
obs-014ea28ad58a12e23428,stainless-ultra-904l,,specific_heat,point,450.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 904L, row Table 13, Thermal capacity at 20 °C",450,J/(kg·K),3
obs-c884779f923b0a2aeecd,stainless-ultra-904l,stainless-ultra-904l-reference,tensile_yield_strength,lower_bound,240000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 904L, Cold rolled, row Table 10, Rp0.2",240,MPa,3
obs-172dc0aaebae35036735,stainless-ultra-904l,stainless-ultra-904l-reference,ultimate_tensile_strength,interval,,530000000.0,730000000.0,Pa,specified_range,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 904L, Cold rolled, row Table 10, Rm",530–730,MPa,3
obs-160441f407af8a059992,stainless-ultra-904l,stainless-ultra-904l-reference,elongation_at_break,lower_bound,0.35000000000000003,,,1,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 904L, Cold rolled, row Table 10, A",35,%,2
obs-fcf56bcd7659aadffa37,stainless-ultra-254-smo,,density,point,8000.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 254 SMO, row Table 13, Density",8.0,kg/dm³,2
obs-50445d15ba9cf5dac856,stainless-ultra-254-smo,,youngs_modulus,point,195000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 254 SMO, row Table 13, Modulus of elasticity at 20 °C",195,GPa,3
obs-8e6e0c36469a525d8179,stainless-ultra-254-smo,,thermal_conductivity,point,14.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 254 SMO, row Table 13, Thermal conductivity at 20 °C",14,W/(m·K),2
obs-fc57641bcc18a68f8ab5,stainless-ultra-254-smo,,specific_heat,point,500.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 254 SMO, row Table 13, Thermal capacity at 20 °C",500,J/(kg·K),3
obs-b75812179cafd5b5b87b,stainless-ultra-254-smo,stainless-ultra-254-smo-reference,tensile_yield_strength,lower_bound,320000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 254 SMO, Cold rolled, row Table 10, Rp0.2",320,MPa,3
obs-be081ef898bb0190428e,stainless-ultra-254-smo,stainless-ultra-254-smo-reference,ultimate_tensile_strength,interval,,650000000.0,850000000.0,Pa,specified_range,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 254 SMO, Cold rolled, row Table 10, Rm",650–850,MPa,3
obs-3e31f68fbe65062ea499,stainless-ultra-254-smo,stainless-ultra-254-smo-reference,elongation_at_break,lower_bound,0.35000000000000003,,,1,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 254 SMO, Cold rolled, row Table 10, A",35,%,2
obs-66f14660a922c0fa4a41,nickel-ultra-alloy-825,,density,point,8100.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra Alloy 825, row Table 13, Density",8.1,kg/dm³,2
obs-63f778590aa898cfd1aa,nickel-ultra-alloy-825,,youngs_modulus,point,195000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra Alloy 825, row Table 13, Modulus of elasticity at 20 °C",195,GPa,3
obs-d78fa87a9ad97e32e0a0,nickel-ultra-alloy-825,,thermal_conductivity,point,10.5,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra Alloy 825, row Table 13, Thermal conductivity at 20 °C",10.5,W/(m·K),3
obs-13fe7ec6c77e8c9735c0,nickel-ultra-alloy-825,,specific_heat,point,440.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra Alloy 825, row Table 13, Thermal capacity at 20 °C",440,J/(kg·K),3
obs-6120e4089b15b89f358e,nickel-ultra-alloy-825,nickel-ultra-alloy-825-reference,tensile_yield_strength,lower_bound,240000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",ISO 6208 (Table 10 footnote 3),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra Alloy 825, Cold rolled, row Table 10, Rp0.2",240,MPa,3
obs-8b453a52e1e6c63b061d,nickel-ultra-alloy-825,nickel-ultra-alloy-825-reference,ultimate_tensile_strength,lower_bound,590000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",ISO 6208 (Table 10 footnote 3),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra Alloy 825, Cold rolled, row Table 10, Rm",590,MPa,3
obs-41c62758753b739581b6,nickel-ultra-alloy-825,nickel-ultra-alloy-825-reference,elongation_at_break,lower_bound,0.3,,,1,minimum,"{""temperature_K"": 293.15}",ISO 6208 (Table 10 footnote 3),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra Alloy 825, Cold rolled, row Table 10, A",30,%,2
obs-0eb42542e6afc4e3f7e6,stainless-ultra-317l,,density,point,8000.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 317L, row Table 13, Density",8.0,kg/dm³,2
obs-7dc1917cd73dbfd05184,stainless-ultra-317l,,youngs_modulus,point,200000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 317L, row Table 13, Modulus of elasticity at 20 °C",200,GPa,3
obs-7297db04a6a34b866916,stainless-ultra-317l,,thermal_conductivity,point,14.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 317L, row Table 13, Thermal conductivity at 20 °C",14,W/(m·K),2
obs-c49f499dc2845a78e300,stainless-ultra-317l,,specific_heat,point,500.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 317L, row Table 13, Thermal capacity at 20 °C",500,J/(kg·K),3
obs-266c19a107faf55b774a,stainless-ultra-317l,stainless-ultra-317l-reference,tensile_yield_strength,lower_bound,240000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 317L, Cold rolled, row Table 10, Rp0.2",240,MPa,3
obs-4f7195292872446f99b4,stainless-ultra-317l,stainless-ultra-317l-reference,elongation_at_break,lower_bound,0.35000000000000003,,,1,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 317L, Cold rolled, row Table 10, A",35,%,2
obs-2cf71fd430ce470554c7,stainless-ultra-725ln,,density,point,8000.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 725LN, row Table 13, Density",8.0,kg/dm³,2
obs-debdf403af18af57e7d2,stainless-ultra-725ln,,youngs_modulus,point,195000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 725LN, row Table 13, Modulus of elasticity at 20 °C",195,GPa,3
obs-076423deb745fc07d0a1,stainless-ultra-725ln,,thermal_conductivity,point,14.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 725LN, row Table 13, Thermal conductivity at 20 °C",14,W/(m·K),2
obs-6f42203b49abeb704aed,stainless-ultra-725ln,,specific_heat,point,500.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 725LN, row Table 13, Thermal capacity at 20 °C",500,J/(kg·K),3
obs-7b780aa253e438aca9e7,stainless-ultra-6xn,,density,point,8100.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 6XN, row Table 13, Density",8.1,kg/dm³,2
obs-4ecf496bad41078c1d83,stainless-ultra-6xn,,youngs_modulus,point,195000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 6XN, row Table 13, Modulus of elasticity at 20 °C",195,GPa,3
obs-d9f489de56ae3ddb73e4,stainless-ultra-6xn,,thermal_conductivity,point,12.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 6XN, row Table 13, Thermal conductivity at 20 °C",12,W/(m·K),2
obs-e1cdf6dfc90f5f7ce57a,stainless-ultra-6xn,,specific_heat,point,450.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 6XN, row Table 13, Thermal capacity at 20 °C",450,J/(kg·K),3
obs-f0d5d0be5e7e1fb5ff4b,stainless-ultra-6xn,stainless-ultra-6xn-reference,tensile_yield_strength,lower_bound,300000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",Outokumpu Table 10 (footnote 4: planned EN 10088-2 revision 2022/23),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 6XN, Cold rolled 4), row Table 10, Rp0.2",300,MPa,3
obs-17b788eda7af62cd3f85,stainless-ultra-6xn,stainless-ultra-6xn-reference,ultimate_tensile_strength,interval,,650000000.0,850000000.0,Pa,specified_range,"{""temperature_K"": 293.15}",Outokumpu Table 10 (footnote 4: planned EN 10088-2 revision 2022/23),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 6XN, Cold rolled 4), row Table 10, Rm",650–850,MPa,3
obs-febe28d4ab6320ea7ce8,stainless-ultra-6xn,stainless-ultra-6xn-reference,elongation_at_break,lower_bound,0.35000000000000003,,,1,minimum,"{""temperature_K"": 293.15}",Outokumpu Table 10 (footnote 4: planned EN 10088-2 revision 2022/23),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 6XN, Cold rolled 4), row Table 10, A",35,%,2
obs-fe83a45630b6e2441cd2,stainless-ultra-654-smo,,density,point,8000.0,,,kg/m^3,typical,{},EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 654 SMO, row Table 13, Density",8.0,kg/dm³,2
obs-c17aade8600b54417c6a,stainless-ultra-654-smo,,youngs_modulus,point,190000000000.0,,,Pa,typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 654 SMO, row Table 13, Modulus of elasticity at 20 °C",190,GPa,3
obs-337533a263018329d3f8,stainless-ultra-654-smo,,thermal_conductivity,point,11.0,,,W/(m*K),typical,"{""temperature_K"": 293.15}",Outokumpu value (Table 13 footnote 2),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 654 SMO, row Table 13, Thermal conductivity at 20 °C",11,W/(m·K),2
obs-79a6911093d49b40a642,stainless-ultra-654-smo,,specific_heat,point,500.0,,,J/(kg*K),typical,"{""temperature_K"": 293.15}",EN 10088-1 (Table 13),outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 14, Ultra 654 SMO, row Table 13, Thermal capacity at 20 °C",500,J/(kg·K),3
obs-9d053ee8b4f355d2d971,stainless-ultra-654-smo,stainless-ultra-654-smo-reference,tensile_yield_strength,lower_bound,430000000.0,,,Pa,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 654 SMO, Cold rolled, row Table 10, Rp0.2",430,MPa,3
obs-3418c337105e88f1805f,stainless-ultra-654-smo,stainless-ultra-654-smo-reference,ultimate_tensile_strength,interval,,750000000.0,1000000000.0,Pa,specified_range,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 654 SMO, Cold rolled, row Table 10, Rm",750–1000,MPa,3
obs-51a5046127a93cdf069c,stainless-ultra-654-smo,stainless-ultra-654-smo-reference,elongation_at_break,lower_bound,0.4,,,1,minimum,"{""temperature_K"": 293.15}",EN 10088-2,outokumpu-ultra,Outokumpu,Ultra range datasheet,Snapshot 062d6a8d97e1,"Page 12, Ultra 654 SMO, Cold rolled, row Table 10, A",40,%,2
obs-1607b8ea1e29a22b6c3e,al-1060,,density,point,2698.7907092448045,,,kg/m^3,reference,{},Hydro alloy reference,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 1, Alloy 1060, row Density above chemical composition",0.0975,lb/in³,3
obs-2b6bde38fb021388366c,al-1060,al-1060-o,ultimate_tensile_strength,interval,,60000000.0,95000000.0,Pa,specified_range,"{""product_form"": ""extrusion""}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-O, thickness all thicknesses, row Ultimate tensile strength",60–95,MPa,2
obs-e8cd5cfe6ee598f29f07,al-1060,al-1060-o,tensile_yield_strength,lower_bound,15000000.0,,,Pa,minimum,"{""product_form"": ""extrusion""}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-O, thickness all thicknesses, row Yield strength, 0.2% offset",15,MPa,2
obs-c7fd2732284871147954,al-1060,al-1060-o,elongation_at_break,lower_bound,0.25,,,1,minimum,"{""product_form"": ""extrusion"", ""thickness_m"": {""maximum"": null, ""minimum"": 0.0015748}}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-O, thickness all thicknesses, row Elongation, gauge length 2 in or 4 specimen diameters",25.0,%,3
obs-088dcec7ce179d0884c3,al-1060,al-1060-o,thermal_conductivity,point,234.0,,,W/(m*K),typical,"{""product_form"": ""extrusion"", ""temperature_K"": 298.15}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-O, thickness all thicknesses, row Typical thermal conductivity at 25 °C",234,W/(m·K),3
obs-6cf1364d7aec38926d2b,al-1060,al-1060-h112,ultimate_tensile_strength,lower_bound,60000000.0,,,Pa,minimum,"{""product_form"": ""extrusion""}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-H112, thickness all thicknesses, row Ultimate tensile strength",60,MPa,2
obs-636f9dc92e60ee5bdf5e,al-1060,al-1060-h112,tensile_yield_strength,lower_bound,15000000.0,,,Pa,minimum,"{""product_form"": ""extrusion""}",Hydro extrusion property limits,hydro-1xxx,Hydro,Alloy 1xxx datasheet,Snapshot 29d1d35c4512,"Page 2, 1060-H112, thickness all thicknesses, row Yield strength, 0.2% offset",15,MPa,2
